Composite Ticker,Composite Name,RIC,Bloomberg Symbol,FutVal,Exchange,52 Week Price Range,AveVol,NAV Date,NAV,AUM,Market Cap,Leverage,Inception Date,Expense Ratio,MorningStar Category,ETF Type,Total Holdings,YTD Return,1 month Return,1 Year Return,3 Year Return,Percent Above Constituent's 200 Day Moving Average,Advances,Declines,Advancing Volume,Declining Volume,New 1 Year Highs,New 1 Year Lows,FutVal,FutVal,FutVal,FutVal,FutVal,CUSIP,ISIN,Description
KNOW,Direxion All Cap Insider Sentiment Shrs ETF,KNOW.K,KNOW:US,,NYSEArca,30.81 - 31.49,23759,04/14/2020,30.6811661, ,58258213.6,1,2011-12-08,0.66,,US Equity ETF,na,,,,,na,na,na,na,na,na,na,,,,,,25459Y769,B7543S4,The investment seeks investment results before fees and expenses that track the Sabrient Multi-Cap Insider/Analyst Quant-Weighted Index.  The fund  under normal circumstances  invests at least 80% of its assets in the securities that comprise the index. The index is composed of 100 stocks selected from the S&amp;P 1500     by the index provider using a quantitative methodology. The fund is non-diversified.
COM,Direxion Auspice Broad Cmdty Strat ETF,COM,COM:US,,NYSEArca,21.41 - 21.48,18638,04/14/2020,21.4150724, ,34368021.48,1,2017-03-30,0.70,,Commodity Based ETF,na,,,,,na,na,na,na,na,na,na,,,,,,25460E307,BD1X666,The investment seeks to provide total return that exceeds that of the Auspice Broad Commodity Index over a complete market cycle.  The fund is an actively managed ETF that seeks to provide total return that exceeds that of the index. It will generally seek to maintain a portfolio of insuments similar to those included in the index by utilizing exchange-aded commodity futures conacts  swap conacts and investments in other investment companies or exchange-aded notes  thereby obtaining exposure to the commodities markets. The index is a rules-based index that attempts to capture ends in the commodity markets. The fund is non-diversified.
TYO,Direxion Daily 10-Yr Treasury Bear 3x Shrs ETF,TYO,TYO:US,,NYSEArca,8.11 - 8.21,24027,04/14/2020,8.2282605, ,8620500,-3,2009-04-16,1.08,,Commodity Based ETF,na,,,,,na,na,na,na,na,na,na,,,,,,25459W557,B3W6K39,The investment seeks daily investment results before fees and expenses of 300% of the inverse (or opposite) of the daily performance of the ICE U.S. Treasury 7-10 Year Bond Index.  The fund invests in swap agreements  futures conacts  short positions or other financial insuments that  in combination  provide inverse or short leveraged exposure to the index equal to at least 80% of the fund's net assets (plus borrowing for investment purposes). The index is a market value weighted index that includes publicly issued U.S. Treasury securities that have a remaining maturity of greater than seven years and less than or equal to ten years. It is non-diversified.
TYD,Direxion Daily 10-Yr Treasury Bull 3x Shrs ETF,TYD,TYD:US,,NYSEArca,65.87 - 66.92,13777,04/14/2020,66.0297487, ,19842000,3,2009-04-16,1.09,,Commodity Based ETF,na,,,,,na,na,na,na,na,na,na,,,,,,25459W565,B3W6J21,The investment seeks daily investment results  before fees and expenses  of 300% of the daily performance of the ICE U.S. Treasury 7-10 Year Bond Index.  The fund invests at least 80% of its net assets (plus borrowing for investment purposes) in securities of the index  exchange-aded funds ('ETFs') that track the index and other financial insuments that provide daily leveraged exposure to the index or ETFs that track the index. The index is a market value weighted index that includes publicly issued U.S. Treasury securities that have a remaining maturity of greater than seven years and less than or equal to ten years. It is non-diversified.
TYBS,Direxion Daily 20+ Year Treasury Bear 1x Shares ETF,TYBS.K,TYBS:US,,NYSEArca,14.04 - 14.08,2887,04/14/2020,14.1724143, ,1415924.159,-1,2011-03-23,0.49,,Commodity Based ETF,na,,,,,na,na,na,na,na,na,na,,,,,,25459Y405,B40V0H7,The investment seeks daily investment results  before fees and expenses  of 100% of the inverse (or opposite) of the daily performance of the ICE U.S. Treasury 20+ Year Bond Index.  The fund  under normal circumstances  invests in swap agreements  futures conacts  short positions or other financial insuments that  in combination  provide inverse (opposite) or short exposure to the index equal to at least 80% of the fund's net assets (plus borrowing for investment purposes). The index is a market value weighted index that includes publicly issued U.S. Treasury securities that have a remaining maturity of greater than 20 years. The fund is non-diversified.
TMV,Direxion Daily 30-Yr Treasury Bear 3x Shrs ETF,TMV,TMV:US,,NYSEArca,5.22 - 5.41,2854564,04/14/2020,5.4023, ,88394862.71,-3,2009-04-16,1.04,,Commodity Based ETF,na,,,,,na,na,na,na,na,na,na,,,,,,25459Y678,B6ZST70,The investment seeks daily investment results before fees and expenses of 300% of the inverse (or opposite) of the daily performance of the ICE U.S. Treasury 20+ Year Bond Index.  The fund  under normal circumstances  invests in swap agreements  futures conacts  short positions or other financial insuments that  in combination  provide inverse (opposite) or short leveraged exposure to the index equal to at least 80% of the fund's net assets (plus borrowing for investment purposes). The index is a market value weighted index that includes publicly issued U.S. Treasury securities that have a remaining maturity of greater than 20 years. It is non-diversified.
TMF,Direxion Daily 30-Yr Treasury Bull 3x Shrs ETF,TMF,TMF:US,,NYSEArca,41.12 - 42.72,1707130,04/14/2020,41.2623457, ,241839000,3,2009-04-16,1.05,,Commodity Based ETF,na,,,,,na,na,na,na,na,na,na,,,,,,25459W540,B3W6M88,The investment seeks daily investment results  before fees and expenses  of 300% of the daily performance of the ICE U.S. Treasury 20+ Year Bond Index.  The fund  under normal circumstances  invests at least 80% of its net assets (plus borrowing for investment purposes) in securities of the index  exchange-aded funds ('ETFs') that track the index and other financial insuments that provide daily leveraged exposure to the index or ETFs that track the index. The index is a market value weighted index that includes publicly issued U.S. Treasury securities that have a remaining maturity of greater than 20 years. The fund is non-diversified.
TYNS,Direxion Daily 7-10 Year Treasury Bear 1x Shares ETF,TYNS.K,TYNS:US,,NYSEArca,26.19 - 26.20,0,04/14/2020, , ,1310016.2,-1,2011-03-23,0.49,,Commodity Based ETF,na,,,,,na,na,na,na,na,na,na,,,,,,25459Y108,NULL,The investment seeks daily investment results  before fees and expenses  of 100% of the inverse (or opposite) of the daily performance of the ICE U.S. Treasury 7-10 Year Bond Index.  The fund invests in swap agreements  futures conacts  short positions or other financial insuments that  in combination  provide inverse or short exposure to the index equal to at least 80% of the fund's net assets (plus borrowing for investment purposes). The index is a market value weighted index that includes publicly issued U.S. Treasury securities that have a remaining maturity of greater than seven years and less than or equal to ten years. The fund is non-diversified.
YANG,Direxion Daily China 3X Bear Shares ETF,YANG.K,YANG:US,,NYSEArca,40.80 - 42.96,1059558,04/14/2020,42.8169938, ,58908703.49,-3,2009-12-03,1.07,,Commodity Based ETF,na,,,,,na,na,na,na,na,na,na,,,,,,25460E521,BFZBP29,The investment seeks daily investment results  before fees and expenses  of 300% of the inverse (or opposite) of the daily performance of the FTSE China 50 Index.  The fund  under normal circumstances  invests in swap agreements  futures conacts  short positions or other financial insuments that  in combination  provide inverse (opposite) or short leveraged exposure to the index equal to at least 80% of the fund's net assets (plus borrowing for investment purposes). The index consists of the 50 largest and most liquid public Chinese companies currently ading on the Hong Kong Stock Exchange ('SEHK'). The fund is non-diversified.
ERY,Direxion Daily Energy Bear 3X ETF,ERY,ERY:US,,NYSEArca,69.40 - 87.28,327770,04/14/2020,81.773179, ,33309801.63,-3,2008-11-06,1.07,,Commodity Based ETF,na,,,,,na,na,na,na,na,na,na,,,,,,25460E554,BFZBNX6,The investment seeks daily investment results  before fees and expenses  of 300% of the inverse of the daily performance of the Energy Select Sector Index.  The fund invests in swap agreements  futures conacts  short positions or other financial insuments that  in combination  provide inverse or short leveraged exposure to the index equal to at least 80% of the fund's net assets (plus borrowing for investment purposes). The index is provided by S&amp;P Dow Jones Indices and includes domestic companies from the energy sector which includes the following indusies: oil  gas and consumable fuels; and energy equipment and services. It is non-diversified.
EUFL,Direxion Daily Eurp Fincls Bull 2X ETF,EUFL.K,EUFL:US,,NYSEArca,11.20 - 11.78,912,04/14/2020, , ,2980011.92,2,2016-07-26,1.14,,Commodity Based ETF,na,,,,,na,na,na,na,na,na,na,,,,,,25490K166,NULL,The investment seeks daily investment results  of 200% of the daily performance of the MSCI Europe Financials Index.  The fund  under normal circumstances  invests at least 80% of its net assets (plus borrowing for investment purposes) in securities of the index  exchange-aded funds ('ETFs') that track the index and other financial insuments that provide daily leveraged exposure to the index or ETFs that track the index. The index is a free float-adjusted  market capitalization-weighted index and represents securities of large-capitalization and mid-capitalization companies across developed market counies in Europe. The fund is non-diversified.
FAZ,Direxion Daily Financial Bear 3X Shares  ETF,FAZ,FAZ:US,,NYSEArca,23.65 - 26.29,2244438,04/14/2020,27.1271419, ,308204506,-3,2008-11-06,1.07,,Commodity Based ETF,na,,,,,na,na,na,na,na,na,na,,,,,,2.546E+137,BJFCS43,The investment seeks daily investment results  before fees and expenses  of 300% of the inverse (or opposite) of the daily performance of the Russell 1000   Financial Services Index.  The fund invests in swap agreements  futures conacts  short positions or other financial insuments that  in combination  provide inverse or short leveraged exposure to the index equal to at least 80% of the fund's net assets (plus borrowing for investment purposes). The index is a subset of the Russell 1000   Index that measures the performance of the securities classified in the financial services sector of the large-capitalization U.S. equity market. It is non-diversified.
EURL,Direxion Daily FTSE Europe Bull 3X Shrs ETF,EURL.K,EURL:US,,NYSEArca,11.57 - 12.21,36211,04/14/2020,11.4981716, ,9189371.487,3,2014-01-22,1.07,,Commodity Based ETF,na,,,,,na,na,na,na,na,na,na,,,,,,25459Y280,BJ4YJ69,The investment seeks daily investment results  before fees and expenses  of 300% of the daily performance of the FTSE Developed Europe All Cap Index.  The fund invests at least 80% of its net assets (plus borrowing for investment purposes) in securities of the index  exchange-aded funds ('ETFs') that track the index and other financial insuments that provide daily leveraged exposure to the index or ETFs that track the index. The index is a market capitalization weighted index that is designed to measure the equity market performance of large-  mid- and small-cap companies in developed markets in Europe. The fund is non-diversified.
DUST,Direxion Daily Gold Miners Bear 2x Shares ETF,DUST.K,DUST:US,,NYSEArca,1.8300 - 2.1400,21252951,04/14/2020,1.5812467, ,85985179.8,-3,2010-12-08,1.07,,Commodity Based ETF,na,,,,,na,na,na,na,na,na,na,,,,,,25490K133,BY7RQS1,The investment seeks daily investment results before fees and expenses of 300% of the inverse of the daily performance of the NYSE Arca Gold Miners Index.  The fund invests in swap agreements  futures conacts  short positions or other financial insuments that  in combination  provide inverse or short leveraged exposure to the index equal to at least 80% of the fund's net assets. The index is a modified market capitalization weighted index comprised of publicly aded companies that operate globally in both developed and emerging markets  and are involved primarily in mining for gold and  to a lesser extent  in mining for silver. It is non-diversified.
CURE,Direxion Daily Healthcare Bull 3X Shares ETF,CURE.K,CURE:US,,NYSEArca,46.56 - 48.66,237343,04/14/2020,46.5276286, ,118677372.3,3,2011-06-15,1.08,,Commodity Based ETF,na,,,,,na,na,na,na,na,na,na,,,,,,25459Y876,B5KWB52,The investment seeks daily investment results  before fees and expenses  of 300% of the daily performance of the Health Care Select Sector Index.  The fund invests at least 80% of its net assets in securities of the index  ETFs that track the index and other financial insuments that provide daily leveraged exposure to the index or ETFs that track the index. The index includes domestic companies from the healthcare sector  which includes the following indusies: pharmaceuticals; health care equipment and supplies; health care providers and services; biotechnology; life sciences tools and services; and health care technology. It is non-diversified.
HYDD,Direxion Daily High Yield Bear 2X ETF,HYDD.K,HYDD:US,,NYSEArca,15.98 - 16.05,0,04/14/2020, , ,3200876.004,2,2016-06-16,0.88,,Commodity Based ETF,na,,,,,na,na,na,na,na,na,na,,,,,,25490K190,NULL,The investment seeks daily investment results  before fees and expenses  of 200% of the inverse of the daily performance of the Bloomberg Barclays US High Yield Very Liquid Index.  The fund invests in swap agreements  futures conacts  short positions or other financial insuments that  in combination  provide inverse or short leveraged exposure to the index equal to at least 80% of the fund's net assets (plus borrowing for investment purposes). The index measures the performance of publicly issued U.S. Dollar denominated  non-investment grade or high-yield  fixed-rate  taxable corporate bonds  also known as 'junk bonds.' The fund is non-diversified.
JPNL,Direxion Daily Japan Bull 3X Shares ETF,JPNL.K,JPNL:US,,NYSEArca,32.86 - 33.94,13796,04/14/2020,32.9422676, ,8220807.883,3,2013-06-26,1.24,,Commodity Based ETF,na,,,,,na,na,na,na,na,na,na,,,,,,25459Y413,BBQ39C4,The investment seeks daily investment results  before fees and expenses  of 300% of the daily performance of the MSCI Japan Index.  The fund invests at least 80% of its net assets (plus borrowing for investment purposes) in securities of the index  exchange-aded funds ('ETFs') that track the index and other financial insuments that provide daily leveraged exposure to the index or ETFs that track the index. The index is designed to measure the performance of the large- and mid-cap segments of the Japanese equity market  covering approximately 85% of the free float-adjusted market capitalization of Japanese issuers. The fund is non-diversified.
