NUM;ETF TYPE;EXCHANGE TRADED FUNDS NAME;ISIN;PRODUCT FAMILY;XETRA SYMBOL;REUTERS CODE;BLOOMBERG TICKER;MANAGEMENT FEE IN %;ONGOING CHARGES;USE OF PROFITS;REPLICATION METHOD;FUND CURRENCY;TRADING CURRENCY;MQV;MAX SPREAD;iNAV (REUTERS);iNAV (BLOOMBERG);BENCHMARK;HOMEPAGE ISSUER
157;ETF;ComStage STOXX Europe 600 Insurance UCITS ETF;LU0378436108;Lyxor;C070;CBSXIR.DE;CBSXIR GY;;0,25%;Distributing;Full Replication;EUR;EUR;100000 EUR;2,00%;CBSXIREURINAV=SOLA;CNAVSXIR;STOXX Europe 600 Insurance Index;www.lyxoretf.de
158;ETF;ComStage STOXX Europe 600 Oil & Gas UCITS ETF;LU0378436447;Lyxor;C072;CBSXER.DE;CBSXER GY;;0,25%;Distributing;Full Replication;EUR;EUR;100000 EUR;2,00%;CBSXEREURINAV=SOLA;CNAVSXER;STOXX Europe 600 Oil & Gas Index;www.lyxoretf.de
159;ETF;ComStage STOXX Europe 600 Personal & Household Goods UCITS ETF;LU0378436520;Lyxor;C073;CBSXQR.DE;CBSXQR GY;;0,25%;Distributing;Full Replication;EUR;EUR;100000 EUR;2,00%;CBSXQREURINAV=SOLA;CNAVSXQR;STOXX Europe 600 Personal & Household Goods Index;www.lyxoretf.de
160;ETF;ComStage STOXX Europe 600 Retail UCITS ETF;LU0378436876;Lyxor;C075;CBSXRR.DE;CBSXRR GY;;0,25%;Distributing;Full Replication;EUR;EUR;100000 EUR;2,00%;CBSXRREURINAV=SOLA;CNAVSXRR;STOXX Europe 600 Retail Index;www.lyxoretf.de
161;ETF;ComStage STOXX Europe 600 Technology UCITS ETF;LU0378437098;Lyxor;C076;CBSX8R.DE;CBSX8R GY;;0,25%;Distributing;Full Replication;EUR;EUR;100000 EUR;2,00%;CBSX8REURINAV=SOLA;CNAVSX8R;STOXX Europe 600 Technology Index;www.lyxoretf.de
162;ETF;ComStage STOXX Europe 600 Telecommunications UCITS ETF;LU0378437171;Lyxor;C077;CBSXKR.DE;CBSXKR GY;;0,25%;Distributing;Full Replication;EUR;EUR;100000 EUR;2,00%;CBSXKREURINAV=SOLA;CNAVSXKR;STOXX Europe 600 Telecommunications Index;www.lyxoretf.de
163;ETF;ComStage STOXX Europe 600 Travel & Leisure UCITS ETF;LU0378437254;Lyxor;C078;CBSXTR.DE;CBSXTR GY;;0,25%;Distributing;Full Replication;EUR;EUR;100000 EUR;2,00%;CBSXTREURINAV=SOLA;CNAVSXTR;STOXX Europe 600 Travel & Leisure Index;www.lyxoretf.de
164;ETF;ComStage STOXX Europe 600 UCITS ETF;LU0378434582;Lyxor;C060;C060.DE;CBSXXR GY;;0,20%;Distributing;Swap-based;EUR;EUR;100000 EUR;2,00%;CBSXXREURINAV=SOLA;CNAVSXXR;STOXX Europe 600 Index;www.lyxoretf.de
165;ETF;ComStage STOXX Europe 600 Utilities UCITS ETF;LU0378437338;Lyxor;C079;CBSX6R.DE;CBSX6R GY;;0,25%;Distributing;Full Replication;EUR;EUR;100000 EUR;2,00%;CBSX6REURINAV=SOLA;CNAVSX6R;STOXX Europe 600 Utilities Index;www.lyxoretf.de
166;ETF;ComStage STOXX Europe 600 Real Estate UCITS ETF;LU0378436793;Lyxor;C074;CBSX86R.DE;CBSX86R GY;;0,25%;Distributing;Full Replication;EUR;EUR;100000 EUR;2,00%;CBSX86REURINAV=SOLA;CNAVSX86;STOXX Europe 600 Real Estate Index;www.lyxoretf.de
167;ETF;Invesco EuroMTS Cash 3 Months UCITS ETF Acc;IE00B3BPCH51;Invesco;PJEU;PJEU.DE;PJEU GY;;0,15%;Accumulating;Full Replication;EUR;EUR;15000 shares;5,00%;4QB2INAV.DE;PEUEUIV;FTSE MTS Eurozone Government Bill 0-6 Month Capped Index;etf.invesco.com
168;ETF;Xtrackers Portfolio UCITS ETF 1C;LU0397221945;Xtrackers;DBX0;XQUI.DE;XQUI GY;;0,70%;Accumulating;Full Replication;EUR;EUR;50000 EUR;5,00%;XQUIINAV.DE;XQUIINAV;Portfolio Index;www.etf.dws.com
169;ETF;L&G Russell 2000 US Small Cap UCITS ETF;DE000A0Q8NE4;L&G ETF;ETLZ;ETLZ.DE;ETLZ GY;;0,45%;Accumulating;Swap-based;USD;EUR;1100 shares;5,00%;.INRTW;INRTW;Russell 2000 Index;www.lgimetf.com
170;ETF;ComStage ATX UCITS ETF;LU0392496690;Lyxor;C031;CBATX.DE;CBATX GY;;0,25%;Distributing;Full Replication;EUR;EUR;100000 EUR;3,00%;CBATXEURINAV=SOLA;CNAVATX;ATX Index;www.lyxoretf.de
171;ETF;ComStage Dow Jones Russia GDR UCITS ETF;LU0392495536;Lyxor;X018;CBMINRUC.DE;CBMRUC30 GY;;0,60%;Distributing;Swap-based;USD;EUR;50000 EUR;5,00%;CBMRUC30EURINAV=SOLA;CNAVMRUC;DJ Russia GDR Index;www.lyxoretf.de
172;ETF;ComStage Dow Jones Switzerland Titans 30 UCITS ETF;LU0392496427;Lyxor;C030;C030.DE;C030 GY;;0,25%;Distributing;Full Replication;CHF;EUR;100000 EUR;3,00%;C030EURINAV=SOLA;C030EUIV;DJ Switzerland Titans 30 Index;www.lyxoretf.de
173;ETF;ComStage EURO STOXX 50 Daily Leverage UCITS ETF;LU0392496930;Lyxor;C053;CBSX5EL.DE;CBSX5EL GY;;0,35%;Distributing;Swap-based;EUR;EUR;100000 EUR;3,00%;CBSX5ELEURINAV=SOLA;CNAVSX5L;EURO STOXX 50 Leverage Index;www.lyxoretf.de
174;ETF;ComStage EURO STOXX 50 Daily Short UCITS ETF;LU0392496856;Lyxor;C052;CBSX5TS.DE;CBSX5TS GY;;0,35%;Distributing;Swap-based;EUR;EUR;100000 EUR;3,00%;CBSX5TSEURINAV=SOLA;CNAVSX5S;EURO STOXX 50 Short Index;www.lyxoretf.de
175;ETF;ComStage MSCI EM Eastern Europe Ex Russia UCITS ETF;LU0392495379;Lyxor;X016;CBMINEE.DE;CBNDUEEM GY;;0,60%;Distributing;Swap-based;USD;EUR;100000 EUR;4,00%;CBNDUEEMEURINAV=SOLA;CNAVNEEM;MSCI EM Eastern Europe ex Russia Index;www.lyxoretf.de
176;ETF;ComStage MSCI Europe Mid Cap UCITS ETF;LU0392496260;Lyxor;X025;CBMINEUM.DE;CBMMDUEU GY;;0,35%;Distributing;Swap-based;USD;EUR;100000 EUR;2,00%;CBMMDUEUEURINAV=SOLA;CNAVMMEU;MSCI Europe Mid Cap Index;www.lyxoretf.de
177;ETF;ComStage MSCI Europe Small Cap UCITS ETF;LU0392496344;Lyxor;X026;X026.DE;CBNCUDE1 GY;;0,35%;Distributing;Swap-based;USD;EUR;100000 EUR;2,00%;CBNCUDE1EURINAV=SOLA;CNAVCUDE;MSCI Europe Small Cap Index;www.lyxoretf.de
178;ETF;ComStage MSCI Europe UCITS ETF;LU0392494646;Lyxor;X011;CBMINEU.DE;CBNDDUE1 GY;;0,25%;Accumulating;Swap-based;USD;EUR;100000 EUR;2,00%;CBNDDUE1EURINAV=SOLA;CNAVNUE1;MSCI Europe Index;www.lyxoretf.de
179;ETF;ComStage MSCI Japan UCITS ETF;LU0392495452;Lyxor;X017;CBMINJP.DE;CBNDDUJN GY;;0,25%;Distributing;Swap-based;USD;EUR;100000 EUR;2,00%;X017EURINAV=SOLA;CNAVNUJN;MSCI Japan Index;www.lyxoretf.de
180;ETF;ComStage MSCI North America UCITS ETF;LU0392494992;Lyxor;X013;CBMINNA.DE;CBNDDUNA GY;;0,25%;Distributing;Swap-based;USD;EUR;100000 EUR;2,00%;CBNDDUNAEURINAV=SOLA;CNAVNUNA;MSCI North America Index;www.lyxoretf.de
181;ETF;ComStage MSCI Pacific ex. Japan UCITS ETF;LU0392495296;Lyxor;X015;CBMINAPJ.DE;CBNDDUPX GY;;0,45%;Accumulating;Swap-based;USD;EUR;100000 EUR;2,00%;CBNDDUPXEURINAV=SOLA;CNAVNUPX;MSCI Pacific ex Japan Index;www.lyxoretf.de
182;ETF;ComStage MSCI Pacific UCITS ETF;LU0392495023;Lyxor;X014;CBMINAP.DE;CBNDDUP GY;;0,45%;Accumulating;Swap-based;USD;EUR;100000 EUR;2,00%;CBNDDUPEURINAV=SOLA;CNAVNDUP;MSCI Pacific Index;www.lyxoretf.de
183;ETF;ComStage MSCI Taiwan UCITS ETF;LU0392495619;Lyxor;X019;CBMINTW.DE;CBNDEUST GY;;0,60%;Distributing;Swap-based;USD;EUR;100000 EUR;3,00%;CBNDEUSTEURINAV=SOLA;CNAVNUST;MSCI Taiwan Index;www.lyxoretf.de
184;ETF;ComStage MSCI USA UCITS ETF;LU0392495700;Lyxor;X020;X020.DE;CBNDDUUS GY;;0,10%;Distributing;Swap-based;USD;EUR;100000 EUR;2,00%;CBNDDUUSEURINAV=SOLA;CNAVNUUS;MSCI USA Index;www.lyxoretf.de
185;ETF;ComStage MSCI World UCITS ETF;LU0392494562;Lyxor;X010;X010.DE;CBNDDUWI GY;;0,20%;Distributing;Swap-based;USD;EUR;100000 EUR;1,00%;CBNDDUWIEURINAV=SOLA;CNAVNUWI;MSCI World Index;www.lyxoretf.de
186;ETF;ComStage S&P MidCap 400 UCITS ETF;LU0392495965;Lyxor;X022;X022.DE;CBMMDUUS GY;;0,35%;Distributing;Swap-based;USD;EUR;100000 EUR;2,00%;CBMMDUUSEURINAV=SOLA;CNAVMMUS;S&P Mid Cap 400 Index;www.lyxoretf.de
187;ETF;ComStage S&P SmallCap 600 UCITS ETF;LU0392496005;Lyxor;X023;X023.DE;CBNCUDUS GY;;0,35%;Distributing;Swap-based;USD;EUR;100000 EUR;2,00%;CBNCUDUSEURINAV=SOLA;CNAVNCUS;S&P 600 Index;www.lyxoretf.de
188;ETF;Xtrackers CAC 40 UCITS ETF 1D;LU0322250985;Xtrackers;DX2G;XCAC.DE;XCAC GY;;0,20%;Distributing;Full Replication;EUR;EUR;1100 shares;5,00%;4MYRINAV.DE;4MYRINAV;CAC 40 Index;www.etf.dws.com
189;ETF;Xtrackers II Global Government Bond UCITS ETF 1C EUR Hedged;LU0378818131;Xtrackers;DBZB;DBZB.DE;DBZB GY;;0,25%;Accumulating;Optimised;EUR;EUR;50000 EUR;5,00%;XGSHEURINAV=SOLA;XGSHEIV;FTSE World Government Bond Index Developed Markets;www.etf.dws.com
190;ETF;Xtrackers MSCI AC Asia ex Japan Swap UCITS ETF 1C;LU0322252171;Xtrackers;DXS5;XAXJ.DE;XAXJ GY;;0,65%;Accumulating;Swap-based;USD;EUR;50000 EUR;5,00%;XAXJINAV.DE;XAXJINAV;MSCI AC Asia ex Japan Index;www.etf.dws.com
191;ETF;Xtrackers MSCI Pacific ex Japan UCITS ETF 1C;LU0322252338;Xtrackers;DXS6;XPXJ.DE;XPXJ GY;;0,45%;Accumulating;Full Replication;USD;EUR;1300 shares;5,00%;XPXJINAV.DE;XPXJINAV;MSCI Pacific ex Japan Index;www.etf.dws.com
192;ETF;Xtrackers Stoxx Europe 600 UCITS ETF 1C;LU0328475792;Xtrackers;DX2X;DX2X.DE;XSX6 GY;;0,20%;Accumulating;Full Replication;EUR;EUR;800 shares;5,00%;XSX6INAV.DE;XSX6EIV;STOXX Europe 600 Index;www.etf.dws.com
193;ETF;Deka iBoxx EUR Liquid Sovereign Diversified 10+ UCITS ETF;DE000ETFL169;Deka ETF;EL4Q;ETFES10.DE;ETFES10 GY;;0,15%;Distributing;Full Replication;EUR;EUR;100000 EUR;1,00%;IES10.DE;IES10;Markit iBoxx EUR Liquid Sovereigns Diversified 10+ Index;www.deka-etf.de
194;ETF;Deka iBoxx EUR Liquid Sovereign Diversified 1-10 UCITS ETF;DE000ETFL110;Deka ETF;EL4K;ETFES11.DE;ETFES11 GY;;0,15%;Distributing;Full Replication;EUR;EUR;100000 EUR;1,00%;IES11.DE;IES11;Markit iBoxx EUR Liquid Sovereigns Diversified 1-10 Index;www.deka-etf.de
195;ETF;Deka iBoxx EUR Liquid Sovereign Diversified 1-3 UCITS ETF;DE000ETFL128;Deka ETF;EL4L;ETFES13.DE;ETFES13 GY;;0,15%;Distributing;Full Replication;EUR;EUR;100000 EUR;1,00%;IES13.DE;IES13;Markit iBoxx EUR Liquid Sovereigns Diversified 1-3 Index;www.deka-etf.de
196;ETF;Deka iBoxx EUR Liquid Sovereign Diversified 3-5 UCITS ETF;DE000ETFL136;Deka ETF;EL4M;ETFES35.DE;ETFES35 GY;;0,15%;Distributing;Full Replication;EUR;EUR;100000 EUR;1,00%;IES35.DE;IES35;Markit iBoxx EUR Liquid Sovereigns Diversified 3-5 Index;www.deka-etf.de
197;ETF;Deka iBoxx EUR Liquid Sovereign Diversified 5-7 UCITS ETF;DE000ETFL144;Deka ETF;EL4N;ETFES57.DE;ETFES57 GY;;0,15%;Distributing;Full Replication;EUR;EUR;100000 EUR;1,00%;IES57.DE;IES57;Markit iBoxx EUR Liquid Sovereigns Diversified 5-7 Index;www.deka-etf.de
198;ETF;Deka iBoxx EUR Liquid Sovereign Diversified 7-10 UCITS ETF;DE000ETFL151;Deka ETF;EL4P;ETFES71.DE;ETFES71 GY;;0,15%;Distributing;Full Replication;EUR;EUR;100000 EUR;1,00%;IES71.DE;IES71;Markit iBoxx EUR Liquid Sovereigns Diversified 7-10 Index;www.deka-etf.de
199;ETF;Deka Deutsche Boerse EUROGOV Germany 10+ UCITS ETF;DE000ETFL219;Deka ETF;EL4V;ETFGS10.DE;ETFGS10 GY;;0,15%;Distributing;Full Replication;EUR;EUR;100000 EUR;1,00%;IGS10.DE;IGS10;Deutsche Boerse EUROGOV Germany 10+ Index;www.deka-etf.de
200;ETF;Deka Deutsche Boerse EUROGOV Germany 1-3 UCITS ETF;DE000ETFL185;Deka ETF;EL4S;ETFGS13.DE;ETFGS13 GY;;0,15%;Distributing;Full Replication;EUR;EUR;100000 EUR;1,00%;IGS13.DE;IGS13;Deutsche Boerse EUROGOV Germany 1-3 Index;www.deka-etf.de
201;ETF;Deka Deutsche Boerse EUROGOV Germany 3-5 UCITS ETF;DE000ETFL193;Deka ETF;EL4T;ETFGS35.DE;ETFGS35 GY;;0,15%;Distributing;Full Replication;EUR;EUR;100000 EUR;1,00%;IGS35.DE;IGS35;Deutsche Boerse EUROGOV Germany 3-5 Index;www.deka-etf.de
202;ETF;Deka Deutsche Boerse EUROGOV Germany 5-10 UCITS ETF;DE000ETFL201;Deka ETF;EL4U;ETFGS51.DE;ETFGS51 GY;;0,15%;Distributing;Full Replication;EUR;EUR;100000 EUR;1,00%;IGS51.DE;IGS51;Deutsche Boerse EUROGOV Germany 5-10 Index;www.deka-etf.de
203;ETF;Deka Deutsche Boerse EUROGOV Germany Money Market UCITS ETF;DE000ETFL227;Deka ETF;EL4W;ETFGSMM.DE;ETFGSMM GY;;0,12%;Distributing;Full Replication;EUR;EUR;100000 EUR;1,00%;IGSMM.DE;IGSMM;Deutsche Boerse EUROGOV Germany Money Market Index;www.deka-etf.de
204;ETF;Deka Deutsche Boerse EUROGOV Germany UCITS ETF;DE000ETFL177;Deka ETF;EL4R;ETFGS11.DE;ETFGS11 GY;;0,15%;Distributing;Full Replication;EUR;EUR;100000 EUR;1,00%;IGS11.DE;IGS11;Deutsche Boerse EUROGOV Germany Index;www.deka-etf.de
205;ETF;Deka DAXplus Maximum Dividend UCITS ETF;DE000ETFL235;Deka ETF;EL4X;ETFDXMD.DE;ETFDXMD GY;;0,30%;Distributing;Full Replication;EUR;EUR;100000 EUR;1,00%;IDXMD.DE;IDXMD;DAXplus Maximum Dividend Index;www.deka-etf.de
206;ETF;Invesco EURO STOXX 50 UCITS ETF Acc;IE00B60SWX25;Invesco;SC0D;SDJE50.DE;SDJE50 GY;;0,05%;Accumulating;Swap-based;EUR;EUR;100000 EUR;5,00%;SDJE50INAV.DE;SDJE50IN;EURO STOXX 50 Index;etf.invesco.com
207;ETF;Invesco MSCI Europe UCITS ETF Acc;IE00B60SWY32;Invesco;SC0E;SMSEUR.DE;SMSEUR GY;;0,19%;Accumulating;Swap-based;EUR;EUR;100000 EUR;5,00%;SMSEURINAV.DE;SMSEURIN;MSCI Europe Index;etf.invesco.com
208;ETF;Invesco MSCI Japan UCITS ETF Acc;IE00B60SX287;Invesco;SC0I;SMSJPN.DE;SMSJPN GY;;0,19%;Accumulating;Swap-based;USD;EUR;100000 EUR;5,00%;SMSJPNINAV.DE;SMSJPNIN;MSCI Japan Index;etf.invesco.com
209;ETF;Invesco MSCI USA UCITS ETF Acc;IE00B60SX170;Invesco;SC0H;SMSUSA.DE;SMSUSA GY;;0,05%;Accumulating;Swap-based;USD;EUR;100000 EUR;5,00%;SMSUSAINAV.DE;SMSUSAIN;MSCI USA Index;etf.invesco.com
210;ETF;Invesco MSCI World UCITS ETF Acc;IE00B60SX394;Invesco;SC0J;SMSWLD.DE;SMSWLD GY;;0,19%;Accumulating;Swap-based;USD;EUR;100000 EUR;5,00%;SMSWLDINAV.DE;SMSWLDIN;MSCI World Index;etf.invesco.com
211;ETF;Invesco Russell 2000 UCITS ETF Acc;IE00B60SX402;Invesco;SC0K;SR2000.DE;SR2000 GY;;0,45%;Accumulating;Swap-based;USD;EUR;100000 EUR;5,00%;SR2000INAV.DE;SR2000IN;Russell 2000 Index;etf.invesco.com
212;ETF;Invesco STOXX Europe 600 UCITS ETF Acc;IE00B60SWW18;Invesco;SC0C;SDJ600.DE;SDJ600 GY;;0,19%;Accumulating;Swap-based;EUR;EUR;100000 EUR;5,00%;SDJ600INAV.DE;SDJ600IN;STOXX Europe 600 Index;etf.invesco.com
213;ETF;Invesco STOXX Europe Mid 200 UCITS ETF Acc;IE00B60SX063;Invesco;SC0G;SDJMID.DE;SDJMID GY;;0,35%;Accumulating;Swap-based;EUR;EUR;100000 EUR;5,00%;SDJMIDINAV.DE;SDJMIDIN;STOXX Europe Mid 200 Index;etf.invesco.com
214;ETF;Invesco STOXX Europe Small 200 UCITS ETF Acc;IE00B60SWZ49;Invesco;SC0F;SDJSML.DE;SDJSML GY;;0,35%;Accumulating;Swap-based;EUR;EUR;100000 EUR;5,00%;SDJSMLINAV.DE;SDJSMLIN;STOXX Europe Small 200 Index;etf.invesco.com
215;ETF;Deka STOXX Europe 50 UCITS ETF;DE000ETFL250;Deka ETF;EL4Y;ETFSTX5.DE;ETFSTX5 GY;;0,19%;Distributing;Full Replication;EUR;EUR;100000 EUR;2,00%;ISX5.DE;ISX5E;STOXX Europe 50 Index;www.deka-etf.de
216;ETF;ComStage Bloomberg Equal-weight Commodity ex-Agriculture UCITS ETF;LU0419741177;Lyxor;C090;CBCOMMO.DE;CBCOMM GY;;0,30%;Distributing;Swap-based;USD;EUR;100000 EUR;2,00%;CBCOMMEURINAV=SOLA;CNAVCOMM;Bloomberg Energy and Metals Equal Weighted EUR Monthly Hedged Index;www.lyxoretf.de
217;ETF;L&G Gold Mining UCITS ETF;DE000A0Q8NC8;L&G ETF;ETLX;ETLX.DE;ETLX GY;;0,65%;Accumulating;Swap-based;USD;EUR;100000 EUR;5,00%;.INAUC;INAUC;DAXglobal Gold Miners Index;www.lgimetf.com
218;ETF;Deka MSCI Europe MC UCITS ETF;DE000ETFL292;Deka ETF;EL43;ETFEUMC.DE;ETFEUMC GY;;0,30%;Distributing;Full Replication;EUR;EUR;100000 EUR;2,00%;IEUMC.DE;IEUMC ;MSCI Europe Mid Cap Index;www.deka-etf.de
219;ETF;Deka MSCI Europe UCITS ETF;DE000ETFL284;Deka ETF;EL42;ETFEUAC.DE;ETFEUAC GY;;0,30%;Distributing;Full Replication;EUR;EUR;100000 EUR;2,00%;IEUAC.DE;IEUAC;MSCI Europe Index;www.deka-etf.de
220;ETF;Deka MSCI Japan MC UCITS ETF;DE000ETFL318;Deka ETF;EL45;ETFJPMC.DE;ETFJPMC GY;;0,50%;Distributing;Full Replication;JPY;EUR;50000 EUR;2,00%;IJPMC.DE ;IJPMC ;MSCI Japan Mid Cap Index;www.deka-etf.de
221;ETF;Deka MSCI Japan UCITS ETF;DE000ETFL300;Deka ETF;EL44;ETFJPAC.DE;ETFJPAC GY;;0,50%;Distributing;Full Replication;JPY;EUR;50000 EUR;2,00%;IJPAC.DE;IJPAC;MSCI Japan Index;www.deka-etf.de
222;ETF;Deka MSCI USA MC UCITS ETF;DE000ETFL276;Deka ETF;EL41;ETFUSMC.DE;ETFUSMC GY;;0,30%;Distributing;Full Replication;USD;EUR;100000 EUR;2,00%;IUSMC.DE;IUSMC;MSCI USA Mid Cap Index;www.deka-etf.de
223;ETF;Deka MSCI USA UCITS ETF;DE000ETFL268;Deka ETF;EL4Z;ETFUSAC.DE;ETFUSAC GY;;0,30%;Distributing;Full Replication;USD;EUR;100000 EUR;2,00%;IUSAC.DE;IUSAC;MSCI USA Index;www.deka-etf.de
224;ETF;Xtrackers DB Bloomberg Commodity Optimum Yield Swap UCITS ETF 2C EUR Hedged;LU0429790743;Xtrackers;DBZN;XCBE.DE;XCBE GY;;0,95%;Accumulating;Swap-based;EUR;EUR;2000 shares;5,00%;XCBUBSCI.DE;XCBUBSCI;Deutsche Bank Commodity Booster Bloomberg Index;www.etf.dws.com
225;ETF;Invesco STOXX Europe 600 Optimised Automobiles & Parts UCITS ETF Acc;IE00B5NLX835;Invesco;SC0P;XAPS.DE;XAPS GY;;0,30%;Accumulating;Swap-based;EUR;EUR;100000 EUR;5,00%;XAPSINAV.DE;XAPSIN;STOXX Europe 600 Optimised Automobiles & Parts Index;etf.invesco.com
226;ETF;Invesco STOXX Europe 600 Optimised Banks UCITS ETF Acc;IE00B5MTWD60;Invesco;SC0U;X7PS.DE;X7PS GY;;0,30%;Accumulating;Swap-based;EUR;EUR;100000 EUR;5,00%;X7PSINAV.DE;X7PSIN;STOXX Europe 600 Optimised Banks Index;etf.invesco.com
227;ETF;Invesco STOXX Europe 600 Optimised Basic Resources UCITS ETF Acc;IE00B5MTWY73;Invesco;SC0W;XPPS.DE;XPPS GY;;0,30%;Accumulating;Swap-based;EUR;EUR;100000 EUR;5,00%;XPPSINAV.DE;XPPSIN;STOXX Europe 600 Optimised Basic Resources Index;etf.invesco.com
228;ETF;Invesco STOXX Europe 600 Optimised Chemicals UCITS ETF Acc;IE00B5MTY077;Invesco;SC00;X4PS.DE;X4PS GY;;0,30%;Accumulating;Swap-based;EUR;EUR;100000 EUR;5,00%;X4PSINAV.DE;X4PSIN;STOXX Europe 600 Optimised Chemicals Index;etf.invesco.com
229;ETF;Invesco STOXX Europe 600 Optimised Construction & Materials UCITS ETF Acc;IE00B5MTY309;Invesco;SC01;XOPS.DE;XOPS GY;;0,30%;Accumulating;Swap-based;EUR;EUR;100000 EUR;5,00%;XOPSINAV.DE;XOPSIN;STOXX Europe 600 Optimised Construction & Materials Index;etf.invesco.com
230;ETF;Invesco STOXX Europe 600 Optimised Financial Services UCITS ETF Acc;IE00B5MTYK77;Invesco;SC02;XFPS.DE;XFPS GY;;0,30%;Accumulating;Swap-based;EUR;EUR;100000 EUR;5,00%;XFPSINAV.DE;XFPSIN;STOXX Europe 600 Optimised Financial Services Index;etf.invesco.com
231;ETF;Invesco STOXX Europe 600 Optimised Food & Beverage UCITS ETF Acc;IE00B5MTYL84;Invesco;SC03;X3PS.DE;X3PS GY;;0,30%;Accumulating;Swap-based;EUR;EUR;100000 EUR;5,00%;X3PSINAV.DE;X3PSIN;STOXX Europe 600 Optimised Food & Beverage Index;etf.invesco.com
232;ETF;Invesco STOXX Europe 600 Optimised Health Care UCITS ETF Acc;IE00B5MJYY16;Invesco;SC0T;XDPS.DE;XDPS GY;;0,30%;Accumulating;Swap-based;EUR;EUR;100000 EUR;5,00%;XDPSINAV.DE;XDPSIN;STOXX Europe 600 Optimised Health Care Index;etf.invesco.com
233;ETF;Invesco STOXX Europe 600 Optimised Industrial Goods & Services UCITS ETF Acc;IE00B5MJYX09;Invesco;SC0S;XNPS.DE;XNPS GY;;0,30%;Accumulating;Swap-based;EUR;EUR;100000 EUR;5,00%;XNPSINAV.DE;XNPSIN;STOXX Europe 600 Optimised Industrial Goods & Services Index;etf.invesco.com
234;ETF;Invesco STOXX Europe 600 Optimised Insurance UCITS ETF Acc;IE00B5MTXJ97;Invesco;SC0Y;XIPS.DE;XIPS GY;;0,30%;Accumulating;Swap-based;EUR;EUR;100000 EUR;5,00%;XIPSINAV.DE;XIPSIN;STOXX Europe 600 Optimised Insurance Index;etf.invesco.com
235;ETF;Invesco STOXX Europe 600 Optimised Media UCITS ETF Acc;IE00B5MTZ488;Invesco;SC06;XMPS.DE;XMPS GY;;0,30%;Accumulating;Swap-based;EUR;EUR;100000 EUR;5,00%;XMPSINAV.DE;XMPSIN;STOXX Europe 600 Optimised Media Index;etf.invesco.com
236;ETF;Invesco STOXX Europe 600 Optimised Oil & Gas UCITS ETF Acc;IE00B5MTWH09;Invesco;SC0V;XEPS.DE;XEPS GY;;0,30%;Accumulating;Swap-based;EUR;EUR;100000 EUR;5,00%;XEPSINAV.DE;XEPSIN;STOXX Europe 600 Optimised Oil & Gas Index;etf.invesco.com
237;ETF;Invesco STOXX Europe 600 Optimised Personal & Household Goods UCITS ETF Acc;IE00B5MTZ595;Invesco;SC04;XQPS.DE;XQPS GY;;0,30%;Accumulating;Swap-based;EUR;EUR;100000 EUR;5,00%;XQPSINAV.DE;XQPSIN;STOXX Europe 600 Optimised Personal & Household Goods Index;etf.invesco.com
238;ETF;Invesco STOXX Europe 600 Optimised Retail UCITS ETF Acc;IE00B5MTZM66;Invesco;SC05;XRPS.DE;XRPS GY;;0,30%;Accumulating;Swap-based;EUR;EUR;100000 EUR;5,00%;XRPSINAV.DE;XRPSIN;STOXX Europe 600 Optimised Retail Index;etf.invesco.com
239;ETF;Invesco STOXX Europe 600 Optimised Technology UCITS ETF Acc;IE00B5MTWZ80;Invesco;SC0X;X8PS.DE;X8PS GY;;0,30%;Accumulating;Swap-based;EUR;EUR;100000 EUR;5,00%;X8PSINAV.DE;X8PSIN;STOXX Europe 600 Optimised Technology Index;etf.invesco.com
240;ETF;Invesco STOXX Europe 600 Optimised Telecommunications UCITS ETF Acc;IE00B5MJYB88;Invesco;SC0Q;XKPS.DE;XKPS GY;;0,30%;Accumulating;Swap-based;EUR;EUR;100000 EUR;5,00%;XKPSINAV.DE;XKPSIN;STOXX Europe 600 Optimised Telecommunications Index;etf.invesco.com
241;ETF;Invesco STOXX Europe 600 Optimised Travel & Leisure UCITS ETF Acc;IE00B5MJYC95;Invesco;SC0R;XTPS.DE;XTPS GY;;0,30%;Accumulating;Swap-based;EUR;EUR;100000 EUR;5,00%;XTPSINAV.DE;XTPSIN;STOXX Europe 600 Optimised Travel & Leisure Index;etf.invesco.com
242;ETF;Invesco STOXX Europe 600 Optimised Utilities UCITS ETF Acc;IE00B5MTXK03;Invesco;SC0Z;X6PS.DE;X6PS GY;;0,30%;Accumulating;Swap-based;EUR;EUR;100000 EUR;5,00%;X6PSINAV.DE;X6PSIN;STOXX Europe 600 Optimised Utilities Index;etf.invesco.com
243;ETF;L&G DAX Daily 2x Long UCITS ETF;DE000A0X8994;L&G ETF;DEL2;DEL2.DE;DEL2 GY;;0,40%;Accumulating;Swap-based;EUR;EUR;150000 EUR;5,00%;INDL2.DE;INDL2;LevDAX Index;www.lgimetf.com
244;ETF;L&G DAX Daily 2x Short UCITS ETF;DE000A0X9AA8;L&G ETF;DES2;DES2.DE;DES2 GY;;0,60%;Accumulating;Swap-based;EUR;EUR;150000 EUR;5,00%;INDS2.DE;INDS2;ShortDAX x2 Index;www.lgimetf.com
